sensor_id,capture_time,sensor_id,air_temperature,light,soil_moisture
105933,2016-03-19 04:02:41 UTC,37,683,65535,352
105933,2016-03-19 03:47:41 UTC,37,682,65535,356
105933,2016-03-19 03:32:41 UTC,37,683,65535,358
105933,2016-03-19 03:17:41 UTC,37,686,65535,346
105933,2016-03-19 03:02:41 UTC,37,687,65535,357
105933,2016-03-19 02:47:41 UTC,37,686,65535,361
105933,2016-03-19 02:32:41 UTC,37,686,65535,359
105933,2016-03-19 02:17:41 UTC,37,686,65535,359
105933,2016-03-19 02:02:41 UTC,37,685,65535,361
105933,2016-03-19 01:47:41 UTC,37,684,65535,354
105933,2016-03-19 01:32:41 UTC,37,686,65535,358
105933,2016-03-19 01:17:41 UTC,37,685,65535,359
105933,2016-03-19 01:02:41 UTC,37,683,65535,350
105933,2016-03-19 00:47:41 UTC,37,686,65535,361
105933,2016-03-19 00:32:41 UTC,37,686,65535,354
105933,2016-03-19 00:17:41 UTC,37,687,65535,349
105933,2016-03-19 00:02:41 UTC,37,686,65535,362
105933,2016-03-18 23:47:41 UTC,37,683,65535,348
105933,2016-03-18 23:32:41 UTC,37,688,65535,357
105933,2016-03-18 23:17:41 UTC,37,691,65535,355
105933,2016-03-18 23:02:41 UTC,37,689,65535,361
105933,2016-03-18 22:47:41 UTC,37,688,65535,348
105933,2016-03-18 22:32:41 UTC,37,687,65535,361
105933,2016-03-18 22:17:41 UTC,37,688,65535,353
105933,2016-03-18 22:02:41 UTC,37,687,65535,356
105933,2016-03-18 21:47:41 UTC,37,688,65535,357
105933,2016-03-18 21:32:41 UTC,37,688,65535,361
105933,2016-03-18 21:17:41 UTC,37,690,65535,359
105933,2016-03-18 21:02:41 UTC,37,691,65535,354
105933,2016-03-18 20:47:41 UTC,37,691,65535,359
105933,2016-03-18 20:32:41 UTC,37,693,65535,353
105933,2016-03-18 20:17:41 UTC,37,697,65535,360
105933,2016-03-18 20:02:41 UTC,37,698,65535,359
105933,2016-03-18 19:47:41 UTC,37,701,65535,353
105933,2016-03-18 19:32:41 UTC,37,703,65535,360
105933,2016-03-18 19:17:41 UTC,37,702,65535,359
105933,2016-03-18 19:02:41 UTC,37,701,65535,348
105933,2016-03-18 18:47:41 UTC,37,702,65535,349
105933,2016-03-18 18:32:41 UTC,37,704,65535,360
105933,2016-03-18 18:17:41 UTC,37,703,65535,362
105933,2016-03-18 18:02:41 UTC,37,705,65535,359
105933,2016-03-18 17:47:41 UTC,37,707,65535,358
105933,2016-03-18 17:32:41 UTC,37,708,65535,347
105933,2016-03-18 17:17:41 UTC,37,711,65535,358
105933,2016-03-18 17:02:41 UTC,37,711,65535,363
105933,2016-03-18 16:47:41 UTC,37,714,65535,355
105933,2016-03-18 16:32:41 UTC,37,717,65535,360
105933,2016-03-18 16:17:41 UTC,37,721,65535,356
105933,2016-03-18 16:02:41 UTC,37,723,65535,357
105933,2016-03-18 15:47:41 UTC,37,724,51214,356
105933,2016-03-18 15:32:41 UTC,37,728,39920,359
105933,2016-03-18 15:17:41 UTC,37,731,32681,363
105933,2016-03-18 15:02:41 UTC,37,732,27823,355
105933,2016-03-18 14:47:41 UTC,37,729,25081,357
105933,2016-03-18 14:32:41 UTC,37,730,22935,354
105933,2016-03-18 14:17:41 UTC,37,730,21366,356
105933,2016-03-18 14:02:41 UTC,37,731,19905,355
105933,2016-03-18 13:47:41 UTC,37,729,19286,357
105933,2016-03-18 13:32:41 UTC,37,728,18532,359
105933,2016-03-18 13:17:41 UTC,37,728,17740,358
105933,2016-03-18 13:02:41 UTC,37,727,17086,349
105933,2016-03-18 12:47:41 UTC,37,726,16604,360
105933,2016-03-18 12:32:41 UTC,37,722,16512,349
105933,2016-03-18 12:17:41 UTC,37,722,16542,356
105933,2016-03-18 12:02:41 UTC,37,720,15993,363
105933,2016-03-18 11:47:41 UTC,37,720,15753,354
105933,2016-03-18 11:32:41 UTC,37,718,15067,355
105933,2016-03-18 11:17:41 UTC,37,718,14911,355
105933,2016-03-18 11:02:41 UTC,37,719,13948,363
105933,2016-03-18 10:47:41 UTC,37,718,13290,359
105933,2016-03-18 10:32:41 UTC,37,717,12640,357
105933,2016-03-18 10:17:41 UTC,37,715,11817,354
105933,2016-03-18 10:02:41 UTC,37,718,11453,362
105933,2016-03-18 09:47:41 UTC,37,720,10540,356
105933,2016-03-18 09:32:41 UTC,37,718,9796,360
105933,2016-03-18 09:17:41 UTC,37,719,8884,362
105933,2016-03-18 09:02:41 UTC,37,719,7526,347
105933,2016-03-18 08:47:41 UTC,37,717,6897,358
105933,2016-03-18 08:32:41 UTC,37,720,6295,359
105933,2016-03-18 08:17:41 UTC,37,717,5498,357
105933,2016-03-18 08:02:41 UTC,37,721,4954,359
105933,2016-03-18 07:47:41 UTC,37,725,4419,357
105933,2016-03-18 07:32:41 UTC,37,733,4679,358
105933,2016-03-18 07:17:41 UTC,37,752,4277,347
105933,2016-03-18 07:02:41 UTC,37,750,3112,359
105933,2016-03-18 06:47:41 UTC,37,763,3261,354
105933,2016-03-18 06:32:41 UTC,37,758,1092,354
105933,2016-03-18 06:17:41 UTC,37,744,4374,363
105933,2016-03-18 06:02:41 UTC,37,730,4316,363
105933,2016-03-18 05:47:41 UTC,37,701,8348,352
105933,2016-03-18 05:32:41 UTC,37,698,11163,360
105933,2016-03-18 05:17:41 UTC,37,696,16460,358
105933,2016-03-18 05:02:41 UTC,37,695,27901,354
105933,2016-03-18 04:47:41 UTC,37,694,56588,355
105933,2016-03-18 04:32:41 UTC,37,693,65535,349
105933,2016-03-18 04:17:41 UTC,37,695,65535,359
105933,2016-03-18 04:02:41 UTC,37,694,65535,355
105933,2016-03-18 03:47:41 UTC,37,695,65535,354
105933,2016-03-18 03:32:41 UTC,37,696,65535,363
105933,2016-03-18 03:17:41 UTC,37,696,65535,357
105933,2016-03-18 03:02:41 UTC,37,698,65535,364
105933,2016-03-18 02:47:41 UTC,37,698,65535,357
105933,2016-03-18 02:32:41 UTC,37,700,65535,360
105933,2016-03-18 02:17:41 UTC,37,698,65535,362
105933,2016-03-18 02:02:41 UTC,37,698,65535,358
105933,2016-03-18 01:47:41 UTC,37,699,65535,359
105933,2016-03-18 01:32:41 UTC,37,699,65535,358
105933,2016-03-18 01:17:41 UTC,37,700,65535,356
105933,2016-03-18 01:02:41 UTC,37,701,65535,360
105933,2016-03-18 00:47:41 UTC,37,700,65535,355
105933,2016-03-18 00:32:41 UTC,37,701,65535,351
105933,2016-03-18 00:17:41 UTC,37,701,65535,362
105933,2016-03-18 00:02:41 UTC,37,701,65535,359
105933,2016-03-17 23:47:41 UTC,37,702,65535,363
105933,2016-03-17 23:32:41 UTC,37,702,65535,359
105933,2016-03-17 23:17:41 UTC,37,703,65535,355
105933,2016-03-17 23:02:41 UTC,37,705,65535,358
105933,2016-03-17 22:47:41 UTC,37,705,65535,364
105933,2016-03-17 22:32:41 UTC,37,705,65535,354
105933,2016-03-17 22:17:41 UTC,37,706,65535,350
105933,2016-03-17 22:02:41 UTC,37,707,65535,357
105933,2016-03-17 21:47:41 UTC,37,705,65535,350
105933,2016-03-17 21:32:41 UTC,37,705,65535,358
105933,2016-03-17 21:17:41 UTC,37,707,65535,359
105933,2016-03-17 21:02:41 UTC,37,708,65535,361
105933,2016-03-17 20:47:41 UTC,37,708,65535,356
105933,2016-03-17 20:32:41 UTC,37,707,65535,355
105933,2016-03-17 20:17:41 UTC,37,708,65535,349
105933,2016-03-17 20:02:41 UTC,37,708,65535,358
105933,2016-03-17 19:47:41 UTC,37,710,65535,359
105933,2016-03-17 19:32:41 UTC,37,712,65535,349
105933,2016-03-17 19:17:41 UTC,37,713,65535,361
105933,2016-03-17 19:02:41 UTC,37,713,65535,351
105933,2016-03-17 18:47:41 UTC,37,715,65535,349
105933,2016-03-17 18:32:41 UTC,37,716,65535,359
105933,2016-03-17 18:17:41 UTC,37,716,65535,363
105933,2016-03-17 18:02:41 UTC,37,717,65535,362
105933,2016-03-17 17:47:41 UTC,37,718,65535,364
105933,2016-03-17 17:32:41 UTC,37,715,65535,364
105933,2016-03-17 17:17:41 UTC,37,718,65535,361
105933,2016-03-17 17:02:41 UTC,37,719,65535,357
105933,2016-03-17 16:47:41 UTC,37,721,65535,359
105933,2016-03-17 16:32:41 UTC,37,724,65535,359
105933,2016-03-17 16:17:41 UTC,37,727,65535,356
105933,2016-03-17 16:02:41 UTC,37,727,65535,364
105933,2016-03-17 15:47:41 UTC,37,728,49530,358
105933,2016-03-17 15:32:41 UTC,37,728,39180,355
105933,2016-03-17 15:17:41 UTC,37,729,32851,363
105933,2016-03-17 15:02:41 UTC,37,729,29210,364
105933,2016-03-17 14:47:41 UTC,37,729,26977,361
105933,2016-03-17 14:32:41 UTC,37,728,24572,364
105933,2016-03-17 14:17:41 UTC,37,729,23139,351
105933,2016-03-17 14:02:41 UTC,37,727,22318,359
105933,2016-03-17 13:47:41 UTC,37,726,21922,350
105933,2016-03-17 13:32:41 UTC,37,724,21569,359
105933,2016-03-17 13:17:41 UTC,37,723,21602,360
105933,2016-03-17 13:02:41 UTC,37,720,21301,358
105933,2016-03-17 12:47:41 UTC,37,722,21182,361
105933,2016-03-17 12:32:41 UTC,37,721,21024,360
105933,2016-03-17 12:17:41 UTC,37,719,20780,360
105933,2016-03-17 12:02:41 UTC,37,717,20512,357
105933,2016-03-17 11:47:41 UTC,37,714,19965,360
105933,2016-03-17 11:32:41 UTC,37,714,19685,357
105933,2016-03-17 11:17:41 UTC,37,713,19318,360
105933,2016-03-17 11:02:41 UTC,37,712,19142,361
105933,2016-03-17 10:47:41 UTC,37,713,18867,359
105933,2016-03-17 10:32:41 UTC,37,712,18253,361
105933,2016-03-17 10:17:41 UTC,37,713,17770,364
105933,2016-03-17 10:02:41 UTC,37,717,16821,363
105933,2016-03-17 09:47:41 UTC,37,714,15880,365
105933,2016-03-17 09:32:41 UTC,37,715,14715,359
105933,2016-03-17 09:17:41 UTC,37,717,14224,349
105933,2016-03-17 09:02:41 UTC,37,717,13100,356
105933,2016-03-17 08:47:41 UTC,37,716,12095,350
105933,2016-03-17 08:32:41 UTC,37,717,11644,361
105933,2016-03-17 08:17:41 UTC,37,721,11057,356
105933,2016-03-17 08:02:41 UTC,37,727,10842,358
105933,2016-03-17 07:47:41 UTC,37,735,10257,351
105933,2016-03-17 07:32:41 UTC,37,748,9573,359
105933,2016-03-17 07:17:41 UTC,37,759,8901,361
105933,2016-03-17 07:02:41 UTC,37,774,3014,349
105933,2016-03-17 06:47:41 UTC,37,777,2841,365
105933,2016-03-17 06:32:41 UTC,37,765,714,360
105933,2016-03-17 06:17:41 UTC,37,750,3441,360
105933,2016-03-17 06:02:41 UTC,37,739,3016,361
105933,2016-03-17 05:47:41 UTC,37,693,12409,358
105933,2016-03-17 05:32:41 UTC,37,690,15146,352
105933,2016-03-17 05:17:41 UTC,37,691,19428,356
105933,2016-03-17 05:02:41 UTC,37,688,29596,362
105933,2016-03-17 04:47:41 UTC,37,690,59239,356
105933,2016-03-17 04:32:41 UTC,37,686,65535,365
105933,2016-03-17 04:17:41 UTC,37,686,65535,350
105933,2016-03-17 04:02:41 UTC,37,686,65535,357
105933,2016-03-17 03:47:41 UTC,37,686,65535,356
105933,2016-03-17 03:32:41 UTC,37,686,65535,349
105933,2016-03-17 03:17:41 UTC,37,688,65535,364
105933,2016-03-17 03:02:41 UTC,37,689,65535,361
105933,2016-03-17 02:47:41 UTC,37,690,65535,349
105933,2016-03-17 02:32:41 UTC,37,687,65535,351
105933,2016-03-17 02:17:41 UTC,37,690,65535,349
105933,2016-03-17 02:02:41 UTC,37,689,65535,356
105933,2016-03-17 01:47:41 UTC,37,689,65535,361
105933,2016-03-17 01:32:41 UTC,37,689,65535,356
105933,2016-03-17 01:17:41 UTC,37,688,65535,363
105933,2016-03-17 01:02:41 UTC,37,690,65535,356
105933,2016-03-17 00:47:41 UTC,37,690,65535,349
105933,2016-03-17 00:32:41 UTC,37,688,65535,359
105933,2016-03-17 00:17:41 UTC,37,689,65535,359
105933,2016-03-17 00:02:41 UTC,37,688,65535,349
105933,2016-03-16 23:47:41 UTC,37,689,65535,360
105933,2016-03-16 23:32:41 UTC,37,690,65535,361
105933,2016-03-16 23:17:41 UTC,37,689,65535,356
105933,2016-03-16 23:02:41 UTC,37,691,65535,357
105933,2016-03-16 22:47:41 UTC,37,692,65535,363
105933,2016-03-16 22:32:41 UTC,37,694,65535,363
105933,2016-03-16 22:17:41 UTC,37,691,65535,349
105933,2016-03-16 22:02:41 UTC,37,689,65535,359
105933,2016-03-16 21:47:41 UTC,37,687,65535,362
105933,2016-03-16 21:32:41 UTC,37,681,65535,360
105933,2016-03-16 21:17:41 UTC,37,688,65535,357
105933,2016-03-16 21:02:41 UTC,37,685,65535,360
105933,2016-03-16 20:47:41 UTC,37,680,65535,359
105933,2016-03-16 20:32:41 UTC,37,680,65535,362
105933,2016-03-16 20:17:41 UTC,37,687,65535,357
105933,2016-03-16 20:02:41 UTC,37,688,65535,357
105933,2016-03-16 19:47:41 UTC,37,690,65535,350
105933,2016-03-16 19:32:41 UTC,37,693,65535,358
105933,2016-03-16 19:17:41 UTC,37,695,65535,366
105933,2016-03-16 19:02:41 UTC,37,690,65535,361
105933,2016-03-16 18:47:41 UTC,37,691,65535,362
105933,2016-03-16 18:32:41 UTC,37,691,65535,357
105933,2016-03-16 18:17:41 UTC,37,689,65535,360
105933,2016-03-16 18:02:41 UTC,37,690,65535,357
105933,2016-03-16 17:47:41 UTC,37,689,65535,358
105933,2016-03-16 17:32:41 UTC,37,689,65535,361
105933,2016-03-16 17:17:41 UTC,37,691,65535,357
105933,2016-03-16 17:02:41 UTC,37,691,65535,364
105933,2016-03-16 16:47:41 UTC,37,692,65535,358
105933,2016-03-16 16:32:41 UTC,37,691,65535,364
105933,2016-03-16 16:17:41 UTC,37,697,65535,365
105933,2016-03-16 16:02:41 UTC,37,698,65535,360
105933,2016-03-16 15:47:41 UTC,37,698,65535,356
105933,2016-03-16 15:32:41 UTC,37,696,56305,357
105933,2016-03-16 15:17:41 UTC,37,697,45539,358
105933,2016-03-16 15:02:41 UTC,37,691,49166,350
105933,2016-03-16 14:47:41 UTC,37,692,32393,357
105933,2016-03-16 14:32:41 UTC,37,695,36195,361
105933,2016-03-16 14:17:41 UTC,37,696,26403,359
105933,2016-03-16 14:02:41 UTC,37,700,36834,359
105933,2016-03-16 13:47:41 UTC,37,701,24348,363
105933,2016-03-16 13:32:41 UTC,37,696,21732,350
105933,2016-03-16 13:17:41 UTC,37,700,27500,352
105933,2016-03-16 13:02:41 UTC,37,703,23578,353
105933,2016-03-16 12:47:41 UTC,37,704,13344,366
105933,2016-03-16 12:32:41 UTC,37,700,12093,357
105933,2016-03-16 12:17:41 UTC,37,699,14798,358
105933,2016-03-16 12:02:41 UTC,37,695,18220,362
105933,2016-03-16 11:47:41 UTC,37,699,14921,355
105933,2016-03-16 11:32:41 UTC,37,697,20029,364
105933,2016-03-16 11:17:41 UTC,37,698,15715,358
105933,2016-03-16 11:02:41 UTC,37,695,15198,363
105933,2016-03-16 10:47:41 UTC,37,705,15201,367
105933,2016-03-16 10:32:41 UTC,37,701,20030,364
105933,2016-03-16 10:17:41 UTC,37,698,13657,356
105933,2016-03-16 10:02:41 UTC,37,710,16568,363
105933,2016-03-16 09:47:41 UTC,37,709,10870,354
105933,2016-03-16 09:32:41 UTC,37,709,14619,366
105933,2016-03-16 09:17:41 UTC,37,709,19288,359
105933,2016-03-16 09:02:41 UTC,37,711,13397,362
105933,2016-03-16 08:47:41 UTC,37,712,15330,353
105933,2016-03-16 08:32:41 UTC,37,714,11998,361
105933,2016-03-16 08:17:41 UTC,37,714,9424,356
105933,2016-03-16 08:02:41 UTC,37,716,6428,362
105933,2016-03-16 07:47:41 UTC,37,724,7736,361
105933,2016-03-16 07:32:41 UTC,37,731,7656,358
105933,2016-03-16 07:17:41 UTC,37,746,6933,361
105933,2016-03-16 07:02:41 UTC,37,769,2853,362
105933,2016-03-16 06:47:41 UTC,37,766,2839,367
105933,2016-03-16 06:32:41 UTC,37,750,2604,361
105933,2016-03-16 06:17:41 UTC,37,741,3230,362
105933,2016-03-16 06:02:41 UTC,37,737,3639,351
105933,2016-03-16 05:47:41 UTC,37,706,8243,352
105933,2016-03-16 05:32:41 UTC,37,705,11817,362
105933,2016-03-16 05:17:41 UTC,37,704,16633,358
105933,2016-03-16 05:02:41 UTC,37,702,30206,361
105933,2016-03-16 04:47:41 UTC,37,701,65535,358
105933,2016-03-16 04:32:41 UTC,37,700,65535,354
105933,2016-03-16 04:17:41 UTC,37,699,65535,363
105933,2016-03-16 04:02:41 UTC,37,701,65535,358
105933,2016-03-16 03:47:41 UTC,37,699,65535,358
105933,2016-03-16 03:32:41 UTC,37,699,65535,357
105933,2016-03-16 03:17:41 UTC,37,702,65535,355
105933,2016-03-16 03:02:41 UTC,37,702,65535,367
105933,2016-03-16 02:47:41 UTC,37,702,65535,367
105933,2016-03-16 02:32:41 UTC,37,702,65535,360
105933,2016-03-16 02:17:41 UTC,37,703,65535,360
105933,2016-03-16 02:02:41 UTC,37,705,65535,366
105933,2016-03-16 01:47:41 UTC,37,704,65535,353
105933,2016-03-16 01:32:41 UTC,37,704,65535,365
105933,2016-03-16 01:17:41 UTC,37,703,65535,352
105933,2016-03-16 01:02:41 UTC,37,704,65535,367
105933,2016-03-16 00:47:41 UTC,37,704,65535,362
105933,2016-03-16 00:32:41 UTC,37,710,65535,366
105933,2016-03-16 00:17:41 UTC,37,709,65535,353
105933,2016-03-16 00:02:41 UTC,37,710,65535,363
105933,2016-03-15 23:47:41 UTC,37,711,65535,359
105933,2016-03-15 23:32:41 UTC,37,712,65535,358
105933,2016-03-15 23:17:41 UTC,37,709,65535,360
105933,2016-03-15 23:02:41 UTC,37,709,65535,360
105933,2016-03-15 22:47:41 UTC,37,709,65535,367
105933,2016-03-15 22:32:41 UTC,37,702,65535,363
105933,2016-03-15 22:17:41 UTC,37,705,65535,354
105933,2016-03-15 22:02:41 UTC,37,704,65535,355
105933,2016-03-15 21:47:41 UTC,37,707,65535,361
105933,2016-03-15 21:32:41 UTC,37,710,65535,362
105933,2016-03-15 21:17:41 UTC,37,706,65535,365
105933,2016-03-15 21:02:41 UTC,37,710,65535,362
105933,2016-03-15 20:47:41 UTC,37,716,65535,359
105933,2016-03-15 20:32:41 UTC,37,711,65535,366
105933,2016-03-15 20:17:41 UTC,37,711,65535,363
105933,2016-03-15 20:02:41 UTC,37,709,65535,363
105933,2016-03-15 19:47:41 UTC,37,708,65535,353
105933,2016-03-15 19:32:41 UTC,37,711,65535,359
105933,2016-03-15 19:17:41 UTC,37,714,65535,364
105933,2016-03-15 19:02:41 UTC,37,713,65535,363
105933,2016-03-15 18:47:41 UTC,37,716,65535,367
105933,2016-03-15 18:32:41 UTC,37,714,65535,359
105933,2016-03-15 18:17:41 UTC,37,719,65535,354
105933,2016-03-15 18:02:41 UTC,37,720,65535,364
105933,2016-03-15 17:47:41 UTC,37,720,65535,362
105933,2016-03-15 17:32:41 UTC,37,721,65535,365
105933,2016-03-15 17:17:41 UTC,37,718,65535,361
105933,2016-03-15 17:02:41 UTC,37,713,65535,363
105933,2016-03-15 16:47:41 UTC,37,718,65535,364
105933,2016-03-15 16:32:41 UTC,37,715,65535,362
105933,2016-03-15 16:17:41 UTC,37,721,65535,365
105933,2016-03-15 16:02:41 UTC,37,725,65535,363
105933,2016-03-15 15:47:41 UTC,37,730,65535,364
105933,2016-03-15 15:32:41 UTC,37,731,42487,366
105933,2016-03-15 15:17:41 UTC,37,736,25248,360
105933,2016-03-15 15:02:41 UTC,37,734,22881,365
105933,2016-03-15 14:47:41 UTC,37,731,22011,368
105933,2016-03-15 14:32:41 UTC,37,733,19417,361
105933,2016-03-15 14:17:41 UTC,37,732,19691,366
105933,2016-03-15 14:02:41 UTC,37,731,20613,360
105933,2016-03-15 13:47:41 UTC,37,730,21033,365
105933,2016-03-15 13:32:41 UTC,37,725,20781,364
105933,2016-03-15 13:17:41 UTC,37,728,24844,354
105933,2016-03-15 13:02:41 UTC,37,728,19687,357
105933,2016-03-15 12:47:41 UTC,37,728,12576,361
105933,2016-03-15 12:32:41 UTC,37,726,13796,368
105933,2016-03-15 12:17:41 UTC,37,723,17450,364
105933,2016-03-15 12:02:41 UTC,37,723,16723,360
105933,2016-03-15 11:47:41 UTC,37,726,14560,368
105933,2016-03-15 11:32:41 UTC,37,724,12018,363
105933,2016-03-15 11:17:41 UTC,37,727,13901,353
105933,2016-03-15 11:02:41 UTC,37,726,13577,369
105933,2016-03-15 10:47:41 UTC,37,726,15297,360
105933,2016-03-15 10:32:41 UTC,37,729,15649,364
105933,2016-03-15 10:17:41 UTC,37,727,16203,363
105933,2016-03-15 10:02:41 UTC,37,730,15358,363
105933,2016-03-15 09:47:41 UTC,37,733,13862,367
105933,2016-03-15 09:32:41 UTC,37,730,13405,368
105933,2016-03-15 09:17:41 UTC,37,729,12914,363
105933,2016-03-15 09:02:41 UTC,37,733,11796,359
105933,2016-03-15 08:47:41 UTC,37,732,10982,359
105933,2016-03-15 08:32:41 UTC,37,735,11163,355
105933,2016-03-15 08:17:41 UTC,37,739,10586,368
105933,2016-03-15 08:02:41 UTC,37,747,9055,362
105933,2016-03-15 07:47:41 UTC,37,756,8610,369
105933,2016-03-15 07:32:41 UTC,37,764,8337,364
105933,2016-03-15 07:17:41 UTC,37,772,8209,363
105933,2016-03-15 07:02:41 UTC,37,788,3076,369
105933,2016-03-15 06:47:41 UTC,37,782,2845,364
105933,2016-03-15 06:32:41 UTC,37,772,3376,357
105933,2016-03-15 06:17:41 UTC,37,762,3644,355
105933,2016-03-15 06:02:41 UTC,37,756,3276,357
105933,2016-03-15 05:47:41 UTC,37,708,9993,368
105933,2016-03-15 05:32:41 UTC,37,706,14684,362
105933,2016-03-15 05:17:41 UTC,37,705,20493,362
105933,2016-03-15 05:02:41 UTC,37,704,34153,354
105933,2016-03-15 04:47:41 UTC,37,701,65535,366
105933,2016-03-15 04:32:41 UTC,37,701,65535,367
105933,2016-03-15 04:17:41 UTC,37,701,65535,362
105933,2016-03-15 04:02:41 UTC,37,700,65535,365
105933,2016-03-15 03:47:41 UTC,37,699,65535,369
105933,2016-03-15 03:32:41 UTC,37,698,65535,365
105933,2016-03-15 03:17:41 UTC,37,698,65535,356
105933,2016-03-15 03:02:41 UTC,37,697,65535,362
105933,2016-03-15 02:47:41 UTC,37,698,65535,363
105933,2016-03-15 02:32:41 UTC,37,698,65535,368
105933,2016-03-15 02:17:41 UTC,37,697,65535,368
105933,2016-03-15 02:02:41 UTC,37,697,65535,361
105933,2016-03-15 01:47:41 UTC,37,697,65535,362
105933,2016-03-15 01:32:41 UTC,37,699,65535,358
105933,2016-03-15 01:17:41 UTC,37,698,65535,368
105933,2016-03-15 01:02:41 UTC,37,699,65535,363
105933,2016-03-15 00:47:41 UTC,37,698,65535,370
105933,2016-03-15 00:32:41 UTC,37,700,65535,366
105933,2016-03-15 00:17:41 UTC,37,700,65535,366
105933,2016-03-15 00:02:41 UTC,37,700,65535,368
105933,2016-03-14 23:47:41 UTC,37,701,65535,365
105933,2016-03-14 23:32:41 UTC,37,701,65535,366
105933,2016-03-14 23:17:41 UTC,37,701,65535,369
105933,2016-03-14 23:02:41 UTC,37,701,65535,364
105933,2016-03-14 22:47:41 UTC,37,699,65535,355
105933,2016-03-14 22:32:41 UTC,37,701,65535,367
105933,2016-03-14 22:17:41 UTC,37,702,65535,365
105933,2016-03-14 22:02:41 UTC,37,703,65535,356
105933,2016-03-14 21:47:41 UTC,37,704,65535,371
105933,2016-03-14 21:32:41 UTC,37,704,65535,362
105933,2016-03-14 21:17:41 UTC,37,703,65535,367
105933,2016-03-14 21:02:41 UTC,37,703,65535,370
105933,2016-03-14 20:47:41 UTC,37,703,65535,369
105933,2016-03-14 20:32:41 UTC,37,703,65535,370
105933,2016-03-14 20:17:41 UTC,37,701,65535,361
105933,2016-03-14 20:02:41 UTC,37,700,65535,365
105933,2016-03-14 19:47:41 UTC,37,700,65535,366
105933,2016-03-14 19:32:41 UTC,37,701,65535,366
105933,2016-03-14 19:17:41 UTC,37,701,65535,367
105933,2016-03-14 19:02:41 UTC,37,700,65535,367
105933,2016-03-14 18:47:41 UTC,37,701,65535,366
105933,2016-03-14 18:32:41 UTC,37,701,65535,365
105933,2016-03-14 18:17:41 UTC,37,702,65535,366
105933,2016-03-14 18:02:41 UTC,37,702,65535,357
105933,2016-03-14 17:47:41 UTC,37,702,65535,370
105933,2016-03-14 17:32:41 UTC,37,700,65535,356
105933,2016-03-14 17:17:41 UTC,37,700,65535,370
105933,2016-03-14 17:02:41 UTC,37,701,65535,363
105933,2016-03-14 16:47:41 UTC,37,702,65535,370
105933,2016-03-14 16:32:41 UTC,37,701,65535,364
105933,2016-03-14 16:17:41 UTC,37,701,65535,369
105933,2016-03-14 16:02:41 UTC,37,703,65535,371
105933,2016-03-14 15:47:41 UTC,37,703,64368,369
105933,2016-03-14 15:32:41 UTC,37,703,65535,363
105933,2016-03-14 15:17:41 UTC,37,707,41781,371
105933,2016-03-14 15:02:41 UTC,37,707,43247,359
105933,2016-03-14 14:47:41 UTC,37,710,26918,371
105933,2016-03-14 14:32:41 UTC,37,709,21121,367
105933,2016-03-14 14:17:41 UTC,37,708,18161,370
105933,2016-03-14 14:02:41 UTC,37,710,19286,362
105933,2016-03-14 13:47:41 UTC,37,711,19604,368
105933,2016-03-14 13:32:41 UTC,37,708,16393,366
105933,2016-03-14 13:17:41 UTC,37,710,15505,370
105933,2016-03-14 13:02:41 UTC,37,708,13608,363
105933,2016-03-14 12:47:41 UTC,37,711,12519,367
105933,2016-03-14 12:32:41 UTC,37,710,14920,369
105933,2016-03-14 12:17:41 UTC,37,713,13212,372
105933,2016-03-14 12:02:41 UTC,37,711,10113,367
105933,2016-03-14 11:47:41 UTC,37,713,10036,364
105933,2016-03-14 11:32:41 UTC,37,713,10329,359
105933,2016-03-14 11:17:41 UTC,37,712,10650,367
105933,2016-03-14 11:02:41 UTC,37,713,9457,360
105933,2016-03-14 10:47:41 UTC,37,712,9685,367
105933,2016-03-14 10:32:41 UTC,37,710,8795,363
105933,2016-03-14 10:17:41 UTC,37,712,9334,365
105933,2016-03-14 10:02:41 UTC,37,711,10275,369
105933,2016-03-14 09:47:41 UTC,37,713,10588,370
105933,2016-03-14 09:32:41 UTC,37,711,8047,361
105933,2016-03-14 09:17:41 UTC,37,712,10299,371
105933,2016-03-14 09:02:41 UTC,37,715,8660,372
105933,2016-03-14 08:47:41 UTC,37,713,7364,365
105933,2016-03-14 08:32:41 UTC,37,715,8017,371
105933,2016-03-14 08:17:41 UTC,37,718,6696,359
105933,2016-03-14 08:02:41 UTC,37,723,7772,369
105933,2016-03-14 07:47:41 UTC,37,732,7304,359
105933,2016-03-14 07:32:41 UTC,37,742,5428,359
105933,2016-03-14 07:17:41 UTC,37,750,7137,370
105933,2016-03-14 07:02:41 UTC,37,766,3102,371
105933,2016-03-14 06:47:41 UTC,37,763,3258,372
105933,2016-03-14 06:32:41 UTC,37,756,3253,370
105933,2016-03-14 06:17:41 UTC,37,742,3490,369
105933,2016-03-14 06:02:41 UTC,37,736,3165,365
105933,2016-03-14 05:47:41 UTC,37,689,7484,366
105933,2016-03-14 05:32:41 UTC,37,685,14966,366
105933,2016-03-14 05:17:41 UTC,37,683,21963,372
105933,2016-03-14 05:02:41 UTC,37,682,37484,369
105933,2016-03-14 04:47:41 UTC,37,682,65535,367
105933,2016-03-14 04:32:41 UTC,37,681,65535,373
105933,2016-03-14 04:17:41 UTC,37,683,65535,368
105933,2016-03-14 04:02:41 UTC,37,682,65535,368
